CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,balance_par_produit,ratio_salaire_balance,anciennete_par_age,est_inactif_riche,client_premium
-0.3262214220367463,-0.9018862432746051,-1.0959875190286648,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,-0.9115834940401767,0.646091668153197,0.9702425509371355,0.021886493995386117,-1.172322016381191,-0.03788227353126126,-1.0091181037428891,-0.5551716796900574,-0.1267029898328962
-0.4400359548576657,1.5150673766493,-1.0959875190286648,0.1981638321954454,-1.3875375865624426,0.11735002143511059,-0.9115834940401767,-1.547767986017251,0.9702425509371355,0.21653375188734025,0.2895687863210434,-0.03043934832261594,-1.2686542663142126,-0.5551716796900574,-0.1267029898328962
-1.536794180222889,-0.9018862432746051,-1.0959875190286648,0.2935174228967471,1.03290776479748,1.3330533457228904,2.52705661927622,0.646091668153197,-1.0306701134001208,0.24068690006348814,0.22018851349083346,-0.023875760274753802,0.5870292960707499,1.8012446178059416,-0.1267029898328962
0.5015206348426676,-0.9018862432746051,-1.0959875190286648,0.0074566507928420294,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,-1.547767986017251,-1.0306701134001208,-0.10891791702847127,-1.172322016381191,-0.03788227353126126,-1.2546792421757567,-0.5551716796900574,-0.1267029898328962
2.063883767202561,1.5150673766493,-1.0959875190286648,0.38887101359804876,-1.0417596792253108,0.7857278997960591,-0.9115834940401767,0.646091668153197,0.9702425509371355,-0.36527578251440274,1.01700859530148,-0.022019974659711693,-1.021491339400359,-0.5551716796900574,-0.1267029898328962
-0.05720525355093678,1.5150673766493,0.9124191495230393,0.48422460429935044,1.03290776479748,0.5973285944410414,0.8077365626180215,0.646091668153197,-1.0306701134001208,0.8636502870218095,0.15053344957167442,-0.030290138709134395,0.4902930900214386,1.8012446178059416,-0.1267029898328962
1.7741740472947665,-0.9018862432746051,0.9124191495230393,1.0563461485071606,0.6871298574603482,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-1.5654872211931183,-1.172322016381191,-0.03788227353126126,0.023057214803264375,-0.5551716796900574,-0.1267029898328962
-2.840487919807966,0.3065905666873474,-1.0959875190286648,-0.9460792562201749,-0.35020386455104724,0.6180189508533646,4.246376675934418,0.646091668153197,-1.0306701134001208,0.33485372981012046,-0.36960126399889526,-0.02824755043417571,-5.940271127815445e-05,1.8012446178059416,-0.1267029898328962
-1.5471409559338818,-0.9018862432746051,0.9124191495230393,0.48422460429935044,-0.35020386455104724,1.0508202865849028,0.8077365626180215,-1.547767986017251,0.9702425509371355,-0.4373288460949081,0.4795767653242583,-0.018936961721811533,-0.5254370734963317,-0.5551716796900574,-0.1267029898328962
0.3463189991777775,-0.9018862432746051,0.9124191495230393,-1.1367864376227783,-1.0417596792253108,0.9314633619936777,-0.9115834940401767,0.646091668153197,0.9702425509371355,-0.49323048409247083,1.1756221284762869,-0.019125584580906567,-0.7135352519255486,-0.5551716796900574,-0.1267029898328962
-1.2677780117370796,-0.9018862432746051,0.9124191495230393,-0.7553720748175714,0.3413519501232164,0.409185402285092,0.8077365626180215,-1.547767986017251,-1.0306701134001208,-0.34619970089236274,0.014021004347804194,-0.025165602078895573,0.6213550466043766,1.8012446178059416,-0.1267029898328962
-1.5885280587778525,1.5150673766493,0.9124191495230393,-1.4228472097266833,-0.695981771888179,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,-0.412123315592307,-1.172322016381191,-0.03788227353126126,-0.14453826217716786,-0.5551716796900574,-0.1267029898328962
-1.8058103487086987,-0.9018862432746051,-1.0959875190286648,-0.4693113027136664,1.7244635794717436,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,-1.283817056739873,-1.172322016381191,-0.03788227353126126,1.7450185861316256,-0.5551716796900574,-0.1267029898328962
-1.0504957218062334,-0.9018862432746051,-1.0959875190286648,-1.3274936190253817,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,-1.547767986017251,-1.0306701134001208,1.5783569986897874,-1.172322016381191,-0.03788227353126126,0.6934391227249928,-0.5551716796900574,-0.1267029898328962
-0.1606730106608635,1.5150673766493,-1.0959875190286648,-0.3739577120123647,0.6871298574603482,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-0.5936359656444845,-1.172322016381191,-0.03788227353126126,0.6934391227249928,-0.5551716796900574,-0.1267029898328962
-0.3572617491697243,0.3065905666873474,0.9124191495230393,0.5795781950006521,-0.695981771888179,1.0681029591182611,0.8077365626180215,-1.547767986017251,0.9702425509371355,-0.6218824846013182,0.4921166816533945,-0.015643711278445504,-0.7962984504344038,-0.5551716796900574,-0.1267029898328962
0.025568952137004615,0.3065905666873474,0.9124191495230393,1.8191748741175742,-1.3875375865624426,0.8993931172292712,-0.9115834940401767,0.646091668153197,-1.0306701134001208,-1.651825870574206,1.140717962014965,0.22205926317685315,-1.348528757726249,1.8012446178059416,-0.1267029898328962
-1.0504957218062334,1.5150673766493,-1.0959875190286648,-1.4228472097266833,1.378685672134612,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-1.4899561835690913,-1.172322016381191,-0.03788227353126126,2.6487196874967003,-0.5551716796900574,-0.1267029898328962
-0.6573182447885119,1.5150673766493,0.9124191495230393,0.5795781950006521,0.3413519501232164,-1.2258476714090278,-0.9115834940401767,-1.547767986017251,-1.0306701134001208,1.0189010247747559,-1.172322016381191,-0.03788227353126126,-0.05142966385470562,-0.5551716796900574,-0.1267029898328962
0.7808835790394698,-0.9018862432746051,-1.0959875190286648,-1.4228472097266833,0.3413519501232164,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,-0.7888730584424746,-1.172322016381191,-0.03788227353126126,1.2520907126597662,-0.5551716796900574,-0.1267029898328962
0.8429642333054258,-0.9018862432746051,0.9124191495230393,0.1981638321954454,1.03290776479748,-1.2258476714090278,0.8077365626180215,0.646091668153197,0.9702425509371355,1.2310704831801604,-1.172322016381191,-0.03788227353126126,0.6389365285850148,-0.5551716796900574,-0.1267029898328962
-0.15032623494987085,1.5150673766493,-1.0959875190286648,-0.6600184841162697,1.03290776479748,-1.2258476714090278,0.8077365626180215,0.646091668153197,-1.0306701134001208,0.6688717421740601,-1.172322016381191,-0.03788227353126126,1.2520907126597662,-0.5551716796900574,-0.1267029898328962
-1.4540199745349478,1.5150673766493,-1.0959875190286648,-0.08789693990845966,-0.35020386455104724,-1.2258476714090278,-0.9115834940401767,0.646091668153197,-1.0306701134001208,0.32731820632749364,-1.172322016381191,-0.03788227353126126,-0.3650586266251049,-0.5551716796900574,-0.1267029898328962
